,REG,EDULEV,CLETAS,C59AB,C59,C73,SG11,COND3,COND10,COEFF
50752,10,3,13,011,002,001,2,1,1,3485
50753,10,5,6,001,002,005,1,1,1,3485
50754,10,5,6,   ,   ,   ,2,3,7,3485
50769,9,3,11,004,002,008,2,1,1,22087
50770,9,3,12,   ,   ,   ,1,3,8,22087
50771,9,3,7,003,002,007,1,1,1,22087
50786,10,3,16,   ,   ,   ,2,3,10,2108
50800,11,5,8,001,002,007,2,1,1,6136
50801,11,5,8,004,002,008,1,1,1,6136
50802,11, ,2,   ,   ,   ,2,3,9,6136
50824,12,5,14,   ,   ,   ,1,3,8,6027
50825,12,3,14,   ,   ,   ,2,3,8,6027
50835,9,3,17,   ,   ,   ,1,3,10,4227
50836,9,2,16,   ,   ,   ,2,3,10,4227
50840,11,2,17,   ,   ,   ,1,3,10,2545
50841,11,1,17,   ,   ,   ,2,3,10,2545
50859,12,3,17,   ,   ,   ,1,3,10,6488
50860,12,3,15,   ,   ,   ,2,3,10,6488
50871,12,5,9,   ,001,006,1,1,1,42513
50876,12,6,17,   ,   ,   ,2,3,10,21971
50877,12,5,13,010,   ,008,2,1,1,21971
50886,9,5,14,010,   ,010,1,1,1,7454
50887,9,3,14,   ,   ,   ,2,3,8,7454
50896,12,3,13,   ,   ,   ,2,3,8,17961
50897,12,5,7,002,002,005,2,1,1,17961
50898,12,5,6,   ,   ,   ,2,3,8,17961
50929,11,3,11,002,002,010,1,1,1,5255
50930,11,3,11,002,002,006,2,1,1,5255
50931,11,5,6,002,002,009,2,1,1,5255
50932,10,2,17,   ,   ,   ,1,3,10,1851
50949,12,2,15,   ,   ,   ,1,3,10,7328
50950,12,3,14,   ,   ,   ,2,3,8,7328
50951,12,3,10,010,   ,007,1,1,1,7328
50952,11,2,17,   ,   ,   ,2,3,10,3831
50954,11,6,13,005,002,005,2,1,1,2697
50955,11,5,6,   ,   ,   ,2,3,8,2697
50956,11,5,5,   ,   ,   ,2,3,8,2697
50957,11, ,4,   ,   ,   ,2,3,9,2697
50963,9,6,12,011,002,010,2,1,1,20066
50964,9,3,5,   ,   ,   ,1,3,8,20066
50965,9, ,4,   ,   ,   ,1,3,9,20066
50980,9,6,15,   ,   ,   ,1,3,10,6905
50981,9,5,13,002,002,007,2,1,1,6905
50982,10,5,10,011,   ,009,1,1,1,3144
50983,10,5,9,011,   ,007,2,1,1,3144
50984,10, ,4,   ,   ,   ,1,3,9,3144
50985,10, ,3,   ,   ,   ,2,3,9,3144
50986,10, ,2,   ,   ,   ,2,3,9,3144
51001,12,3,16,   ,   ,   ,2,3,10,3724
51002,12,3,16,   ,   ,   ,1,3,10,3724
51005,10,3,11,002,002,006,1,1,1,2604
51006,10,5,10,004,002,007,2,1,1,2604
51007,10, ,4,   ,   ,   ,2,3,9,2604
51028,11,3,15,   ,   ,   ,1,3,10,2410
51029,11,2,13,   ,   ,   ,2,3,8,2410
51069,9,6,10,010,   ,005,1,1,1,11483
51070,9,6,10,011,002,008,2,1,1,11483
51071,9, ,3,   ,   ,   ,2,3,9,11483
51102,12,6,12,005,002,010,2,1,1,13934
51103,12,6,12,002,002,010,1,1,1,13934
51125,12,5,13,011,002,009,1,1,1,11044
51126,12,5,12,   ,   ,   ,2,3,8,11044
51127,12,5,7,   ,   ,   ,2,3,8,11044
51128,12,3,5,   ,   ,   ,1,3,8,11044
51143,11,5,14,010,   ,006,1,1,1,4660
51144,11,3,13,   ,   ,   ,2,3,8,4660
51146,11,5,13,   ,   ,   ,1,3,8,4797
51147,11,5,12,010,   ,007,1,1,1,4797
51151,9,2,17,   ,   ,   ,2,3,10,8267
51158,11,5,9,004,002,008,1,1,1,5059
51159,11,6,9,005,002,007,2,1,1,5059
51160,11, ,3,   ,   ,   ,1,3,9,5059
51161,11, ,3,   ,   ,   ,2,3,9,5059
51162,12,3,13,   ,   ,   ,2,3,8,15297
51163,12,2,14,011,   ,007,1,1,1,15297
51164,12,5,6,011,002,007,2,1,1,15297
51169,12,2,17,   ,   ,   ,1,3,10,9087
51170,12,2,16,   ,   ,   ,2,3,10,9087
51171,12,3,11,004,002,997,1,1,1,9087
51174,9,5,10,010,   ,010,1,1,1,4612
51175,9,6,9,011,002,009,2,1,1,4612
51176,9, ,4,   ,   ,   ,1,3,9,4612
51177,9, ,3,   ,   ,   ,2,3,9,4612
51190,12,3,12,   ,   ,   ,2,3,8,21765
51191,12,2,17,   ,   ,   ,2,3,10,21765
51192,11,1,17,   ,   ,   ,2,3,10,2612
51193,11,5,13,   ,   ,   ,2,3,5,2612
51194,11,5,14,010,   ,000,1,1,1,2612
51195,11,5,6,008,002,007,1,1,1,2612
51198,10,2,17,   ,   ,   ,2,3,10,3005
51199,10,6,13,010,   ,009,2,1,1,3005
51209,12,3,17,   ,   ,   ,1,3,10,8391
51213,12,6,15,996,002,009,1,1,1,21944
51223,10,4,10,003,002,007,1,1,1,4291
51224,10,5,9,   ,   ,   ,2,2,2,4291
51225,10, ,3,   ,   ,   ,2,3,9,4291
51232,10,6,10,011,002,007,1,1,1,2555
51233,10,6,10,011,002,007,2,1,1,2555
51234,10, ,1,   ,   ,   ,2,3,9,2555
51259,10,2,17,   ,   ,   ,1,3,10,2438
51260,10,2,16,   ,   ,   ,2,3,10,2438
51266,9,3,14,   ,   ,   ,1,3,8,4298
51267,9,4,14,009,002,007,2,1,1,4298
51283,10,2,17,010,   ,008,1,1,1,2030
51284,10,2,16,004,   ,007,2,1,1,2030
51291,9,3,17,   ,   ,   ,1,3,10,5032
51292,9,2,17,   ,   ,   ,2,3,10,5032
51310,10,5,15,   ,   ,   ,1,3,10,3766
51311,11,2,17,   ,   ,   ,1,3,10,2465
51312,11,2,16,   ,   ,   ,2,3,10,2465
51341,11,2,17,   ,   ,   ,2,3,10,3386
51342,11,6,13,005,002,004,2,1,1,3386
51350,9,5,8,   ,   ,   ,2,3,6,11788
51351,9,5,6,   ,   ,   ,1,3,8,11788
51368,11,5,12,010,   ,009,2,1,1,7563
51369,11,6,8,003,002,008,1,1,1,7563
51370,11,6,7,   ,   ,   ,1,3,5,7563
51371,11,3,7,   ,   ,   ,2,3,5,7563
51385,12,3,8,010,   ,007,1,1,1,24467
51386,10,5,13,011,002,009,1,1,1,4209
51387,10,5,12,   ,   ,   ,2,3,8,4209
51388,10,5,7,004,002,010,1,1,1,4209
51389,10,5,6,   ,   ,   ,2,3,8,4209
51448,9,5,8,   ,   ,   ,1,3,8,7096
51449,9,5,8,   ,   ,   ,2,3,8,7096
51450,11,6,15,   ,   ,   ,1,3,10,2801
51451,11,6,12,006,002,008,2,1,1,2801
51452,11,5,7,   ,   ,   ,1,3,7,2801
51453,11,3,11,003,002,008,1,1,1,5007
51454,11,4,8,003,002,010,2,1,1,5007
51455,11,6,13,003,   ,007,2,1,1,5007
51456,11, ,3,   ,   ,   ,1,3,9,5007
51457,11, ,3,   ,   ,   ,1,3,9,5007
51467,10,6,17,   ,   ,   ,1,3,10,2513
51468,10,6,17,   ,   ,   ,2,3,10,2513
51491,12,2,17,   ,   ,   ,1,3,10,16836
51492,12,4,16,   ,   ,   ,2,3,10,16836
51493,10,5,11,010,   ,008,2,1,1,4054
51494,12,5,12,002,002,003,2,1,1,24059
51523,10,6,14,   ,   ,   ,2,2,3,2956
51524,10,3,6,   ,   ,   ,1,3,8,2956
51525,10,3,5,   ,   ,   ,1,3,8,2956
51550,12,3,12,   ,   ,   ,2,3,8,13870
51559,12,3,13,   ,   ,   ,1,3,8,18769
51579,10,3,15,   ,   ,   ,2,3,10,3259
51600,10,1,17,   ,   ,   ,2,3,10,2424
51605,9,5,16,   ,   ,   ,2,3,10,9284
51624,12,6,17,   ,   ,   ,1,3,10,5887
51625,12,5,16,   ,   ,   ,2,3,10,5887
51641,10,6,10,010,   ,006,1,1,1,4858
51642,10,6,10,004,002,008,2,1,1,4858
51643,10, ,3,   ,   ,   ,2,3,9,4858
51644,10, ,2,   ,   ,   ,2,3,9,4858
51654,10,5,14,005,002,010,2,1,1,2639
51684,10,5,11,001,002,007,1,1,1,4499
51717,12,6,7,   ,   ,   ,2,2,4,48724
51727,11,3,10,002,002,007,1,1,1,2687
51728,11,3,9,002,002,008,2,1,1,2687
51729,11, ,4,   ,   ,   ,2,3,9,2687
51730,11, ,3,   ,   ,   ,2,3,9,2687
51731,11, ,2,   ,   ,   ,1,3,9,2687
51732,11,3,8,002,002,008,1,1,1,2687
51736,10,3,14,   ,   ,   ,2,3,8,2235
51737,10,5,10,011,002,008,2,1,1,2235
51738,10,5,10,003,002,008,1,1,1,2235
51739,10, ,3,   ,   ,   ,1,3,9,2235
51741,12,5,7,011,002,008,2,1,1,20790
51742,12,5,7,011,002,008,1,1,1,20790
51747,9,2,17,   ,   ,   ,1,3,10,4949
51764,12,5,13,   ,   ,   ,2,3,8,25715
51765,12,3,13,   ,   ,   ,1,3,8,25715
51771,9,6,12,005,002,009,1,1,1,6627
51772,9,6,12,   ,   ,   ,2,3,8,6627
51773,9,3,5,   ,   ,   ,2,3,8,6627
51815,12,3,10,010,   ,010,1,1,1,14439
51816,12,5,11,   ,   ,   ,2,3,8,14439
51817,12,3,5,   ,   ,   ,2,3,8,14439
51818,10,5,13,010,   ,009,1,1,1,2790
51819,10,5,7,004,002,010,2,1,1,2790
51820,10,5,13,010,   ,007,2,1,1,2790
51840,10,5,8,002,002,010,1,1,1,3232
51841,10,5,7,   ,   ,   ,2,2,2,3232
51842,10, ,3,   ,   ,   ,1,3,9,3232
51843,10, ,3,   ,   ,   ,2,3,9,3232
51844,12,3,13,002,002,007,1,1,1,10114
51845,12,3,12,004,002,007,2,1,1,10114
51846,12,6,7,   ,   ,   ,2,2,4,10114
51897,12,5,9,002,002,008,1,1,1,23132
51898,12,5,8,   ,   ,   ,2,3,8,23132
51899,12, ,1,   ,   ,   ,2,3,9,23132
51930,11,2,17,   ,   ,   ,2,3,10,3566
51943,9,6,9,996,002,007,2,1,1,15437
51944,9, ,4,   ,   ,   ,1,3,9,15437
51945,12,3,14,   ,   ,   ,1,3,8,9674
51946,12,3,13,   ,   ,   ,2,3,8,9674
51947,12,3,6,   ,   ,   ,1,2,4,9674
51948,12,5,10,004,   ,007,2,1,1,6912
51949,12,6,11,010,   ,008,1,1,1,6912
51950,12, ,3,   ,   ,   ,2,3,9,6912
51951,12, ,3,   ,   ,   ,1,3,9,6912
51963,11,2,17,   ,   ,   ,1,3,10,3315
51964,11,1,17,   ,   ,   ,2,3,10,3315
51965,9,5,15,   ,   ,   ,2,3,10,8254
51966,10,5,12,003,002,010,1,1,1,4013
51967,10,5,11,   ,   ,   ,2,3,8,4013
51968,10,5,6,   ,   ,   ,1,3,8,4013
51969,10,3,5,   ,   ,   ,1,3,8,4013
51974,11,5,8,004,002,007,1,1,1,2825
51975,11,3,7,004,002,007,2,1,1,2825
51976,11, ,1,   ,   ,   ,2,3,9,2825
52024,9,5,17,   ,   ,   ,1,3,10,6834
52025,9,4,11,   ,   ,   ,2,2,3,6834
52056,9,3,17,   ,   ,   ,1,3,10,4600
52057,9,2,17,   ,   ,   ,2,3,10,4600
52082,9,4,12,011,002,008,1,1,1,11541
52092,9,3,15,004,   ,008,1,1,1,12502
52093,9,2,14,   ,   ,   ,2,3,8,12502
52097,12,6,17,   ,   ,   ,1,3,10,27054
52102,11,3,9,   ,   ,   ,2,3,8,6102
52106,11,3,11,002,002,008,1,1,1,7388
52107,11,5,10,002,002,008,2,1,1,7388
52108,11,3,5,   ,   ,   ,2,3,8,7388
52109,11, ,4,   ,   ,   ,2,3,9,7388
52146,11,3,12,004,002,007,2,1,1,2284
52147,11,3,6,   ,   ,   ,2,3,8,2284
52150,9,3,11,   ,   ,   ,2,2,3,9074
52151,9,3,12,   ,   ,   ,1,2,2,9074
52152,9,5,5,   ,   ,   ,2,3,8,9074
52153,9,3,5,   ,   ,   ,2,3,8,9074
52168,9,2,17,   ,   ,   ,1,3,10,7388
52169,9,5,9,011,002,005,2,1,1,7388
52170,9,5,9,004,002,007,1,1,1,7388
52185,12,1,17,   ,   ,   ,2,3,10,9148
52212,11,5,17,   ,   ,   ,2,3,10,1521
52221,12,2,17,   ,   ,   ,2,3,10,19665
52222,11,3,8,   ,   ,   ,2,2,3,3538
52223,11,3,8,002,002,007,1,1,1,3538
52224,11, ,3,   ,   ,   ,1,3,9,3538
52225,11, ,2,   ,   ,   ,1,3,9,3538
52233,11,2,17,   ,   ,   ,1,3,10,4534
52234,11,3,15,   ,   ,   ,2,3,10,4534
52235,11,3,10,007,002,006,1,1,1,4534
52236,11,5,8,009,002,008,1,1,1,4534
52245,11,5,13,002,002,008,2,1,1,3488
52246,11,3,12,   ,001,008,1,1,1,3488
52247,11,3,17,   ,   ,   ,1,3,10,2177
52248,11,3,16,004,   ,008,2,1,1,2177
52285,12,2,15,   ,   ,   ,2,3,10,6355
52286,12,2,15,   ,   ,   ,1,3,10,6355
52308,11,1,17,   ,   ,   ,2,3,10,1539
52312,9,6,9,002,002,008,1,1,1,15416
52320,10,2,17,   ,   ,   ,1,3,10,2026
52321,10,1,17,   ,   ,   ,2,3,10,2026
52327,9,5,11,010,   ,001,1,1,1,12584
52336,11,6,14,010,   ,007,1,1,1,5646
52337,11,5,7,   ,   ,   ,1,3,8,5646
52338,11,6,8,004,002,007,1,1,1,5646
52343,12,5,11,005,002,008,1,1,1,3808
52344,12,5,10,   ,   ,   ,2,3,8,3808
52345,12, ,4,   ,   ,   ,2,3,9,3808
52346,12, ,3,   ,   ,   ,1,3,9,3808
52350,11,5,10,010,   ,008,1,1,1,3610
52351,11,3,10,   ,   ,   ,2,2,3,3610
52352,11, ,2,   ,   ,   ,2,3,9,3610
52379,10,3,17,   ,   ,   ,2,3,10,2201
52380,10,3,17,   ,   ,   ,1,3,10,2201
52394,9,3,7,002,002,007,2,1,1,20978
52424,10,5,17,   ,   ,   ,2,3,10,2282
52435,12,5,7,010,   ,009,1,1,1,17356
52438,11,5,11,010,   ,008,1,1,1,7523
52442,9,4,14,   ,   ,   ,1,3,8,4736
52443,9,4,13,   ,   ,   ,2,3,8,4736
52444,9,5,8,004,   ,009,2,1,1,4736
52445,9,5,6,011,002,006,1,1,1,4736
52447,11,2,17,   ,   ,   ,2,3,10,2271
52480,11,5,17,   ,   ,   ,2,3,10,2474
52512,12,2,17,   ,   ,   ,1,3,10,7734
52513,12,1,17,   ,   ,   ,2,3,10,7734
52522,9,1,17,   ,   ,   ,1,3,10,9463
52523,9,3,11,010,   ,005,1,1,1,9463
52524,9,3,11,   ,   ,   ,2,3,8,9463
52525,9,3,5,   ,   ,   ,2,3,8,9463
52526,9, ,3,   ,   ,   ,1,3,9,9463
52545,9,5,17,   ,   ,   ,1,3,10,7555
52546,9,5,14,   ,   ,   ,2,3,8,7555
52547,9,5,7,007,002,010,1,1,1,7555
52570,12,3,13,002,002,008,1,1,1,16240
52571,12,3,13,   ,   ,   ,2,3,8,16240
52572,12,5,6,   ,   ,   ,1,2,4,16240
52608,9,1,17,   ,   ,   ,1,3,10,12144
52622,10,2,17,   ,   ,   ,2,3,10,3101
52623,10,3,14,010,   ,004,1,1,1,3101
52640,9,2,17,   ,   ,   ,1,3,10,8903
52641,9,2,16,   ,   ,   ,2,3,10,8903
52642,11,1,17,   ,   ,   ,2,3,10,1687
52643,11,3,12,010,   ,009,1,1,1,1687
52644,11,3,14,010,   ,010,1,1,1,1687
52645,9,5,11,009,002,009,1,1,1,6374
52646,9,5,11,005,002,006,2,1,1,6374
52664,11,6,11,010,   ,008,1,1,1,5168
52665,11,5,10,   ,   ,   ,2,3,7,5168
52666,11, ,3,   ,   ,   ,2,3,9,5168
52667,11, ,2,   ,   ,   ,1,3,9,5168
52693,12,5,9,011,002,006,1,1,1,17089
52699,10,5,13,002,002,005,1,1,1,4991
52704,11,3,15,   ,   ,   ,1,3,10,2019
52708,11,6,12,005,002,008,2,1,1,2483
52709,11,6,13,010,   ,010,1,1,1,2483
52710,11,3,7,002,002,008,1,1,1,2483
52721,9,6,14,005,002,008,2,1,1,9638
52722,9,5,6,   ,   ,   ,1,3,8,9638
52747,11,1,14,   ,   ,   ,2,3,8,5383
52748,11,3,10,   ,001,006,1,1,1,5383
52754,10,1,17,   ,   ,   ,1,3,10,2818
52757,10,5,17,   ,   ,   ,2,3,10,3080
52781,12,6,17,   ,   ,   ,1,3,10,2564
52782,12,6,17,   ,   ,   ,2,3,10,2564
52789,11,6,17,   ,   ,   ,2,3,10,3170
52793,12,2,17,   ,   ,   ,2,3,10,4882
52794,12,5,13,   ,   ,   ,1,3,8,4882
52799,10,5,12,005,002,008,2,1,1,3965
52802,12,3,12,011,002,010,1,1,1,15088
52803,12,3,11,011,002,010,2,1,1,15088
52823,9,1,9,011,   ,997,1,1,1,17152
52827,12,3,10,010,   ,007,1,1,1,29888
52828,12,3,10,   ,   ,   ,2,3,7,29888
52829,12, ,4,   ,   ,   ,1,3,9,29888
52830,12, ,3,   ,   ,   ,1,3,9,29888
52857,12,3,14,   ,   ,   ,1,3,7,10769
52858,12,3,14,   ,   ,   ,2,3,8,10769
52861,11,5,9,   ,   ,   ,2,2,2,4827
52875,11,6,8,002,002,008,1,1,1,7569
52876,11,6,9,   ,   ,   ,2,3,5,7569
52935,12,3,17,   ,   ,   ,2,3,10,8657
52958,10,5,12,011,   ,009,1,1,1,2037
52959,10,5,12,004,002,008,2,1,1,2037
52960,10,6,7,004,   ,007,2,1,1,2037
52961,10,6,7,005,002,008,2,1,1,2037
52962,10,6,7,005,002,007,2,1,1,2037
52998,9,6,12,005,002,003,1,1,1,19779
53004,9,3,11,002,002,010,1,1,1,14607
53014,12,5,12,002,002,010,1,1,1,21738
53015,12,5,11,   ,   ,   ,2,3,7,21738
53016,12, ,4,   ,   ,   ,2,3,9,21738
53017,12, ,3,   ,   ,   ,2,3,9,21738
53034,9,2,17,   ,   ,   ,2,3,10,9129
53036,12,6,9,010,   ,009,1,1,1,20310
53037,12,5,8,   ,   ,   ,2,3,7,20310
53038,12, ,3,   ,   ,   ,1,3,9,20310
53039,12, ,1,   ,   ,   ,1,3,9,20310
53045,9,3,13,002,002,010,1,1,1,6022
53046,11,2,17,   ,   ,   ,2,3,10,2253
53047,11,5,7,010,   ,010,1,1,1,4260
53048,11,5,7,   ,   ,   ,2,3,7,4260
53049,11, ,3,   ,   ,   ,1,3,9,4260
53050,11, ,2,   ,   ,   ,2,3,9,4260
53058,12,2,17,   ,   ,   ,1,3,10,7633
53059,12,2,17,   ,   ,   ,2,3,10,7633
53070,11,3,13,   ,   ,   ,1,3,8,1702
53071,11,3,12,004,002,008,2,1,1,1702
53077,11,3,16,   ,   ,   ,1,3,10,2168
53079,12,3,17,   ,   ,   ,1,3,10,4708
53080,12,5,16,   ,   ,   ,2,3,10,4708
53095,10,2,17,   ,   ,   ,1,3,10,2019
53096,10,2,17,   ,   ,   ,2,3,10,2019
53097,10,3,12,011,002,008,1,1,1,2019
53100,12,5,10,004,002,006,1,1,1,12164
53101,12,5,9,   ,   ,   ,2,2,4,12164
53102,12, ,3,   ,   ,   ,2,3,9,12164
53117,9,6,8,004,002,008,2,1,1,7127
53118,9,3,9,011,002,007,1,1,1,7127
53136,11,3,13,   ,   ,   ,2,3,8,4686
53137,11,2,17,   ,   ,   ,2,3,10,4686
53138,11,5,7,   ,   ,   ,1,3,8,4686
53139,12,2,16,   ,   ,   ,2,3,10,8321
53142,11,6,16,   ,   ,   ,1,3,10,3434
53143,11,5,14,011,002,007,2,1,1,3434
53173,10,1,17,   ,   ,   ,2,3,10,3022
53178,11,3,17,   ,   ,   ,2,3,10,7579
53179,11,3,11,010,   ,006,1,1,1,7579
53180,11,6,7,   ,   ,   ,2,3,7,7579
53187,9,5,11,011,002,009,1,1,1,23628
53188,9,3,12,   ,   ,   ,2,3,8,23628
53189,9,3,5,   ,   ,   ,2,3,8,23628
53190,9, ,4,   ,   ,   ,2,3,9,23628
53201,12,3,16,   ,   ,   ,1,3,10,3731
53202,12,5,16,   ,   ,   ,2,3,10,3731
53206,11,2,17,   ,   ,   ,1,3,10,3019
53207,11,2,17,   ,   ,   ,2,3,10,3019
53209,10,3,17,   ,   ,   ,2,3,10,2668
53245,10,3,17,   ,   ,   ,1,3,10,2844
53258,9,2,17,   ,   ,   ,1,3,10,7610
53259,9,3,17,   ,   ,   ,2,3,10,7610
53260,9,3,12,011,002,010,1,1,1,7610
53265,9,3,11,011,002,005,1,1,1,9600
53293,12,3,13,011,   ,007,1,1,1,20863
53294,12,6,12,   ,   ,   ,2,2,2,20863
53297,9,2,17,   ,   ,   ,1,3,10,7114
53298,9,2,16,   ,   ,   ,2,3,10,7114
53299,9,5,11,006,002,008,2,1,1,7114
53300,9, ,3,   ,   ,   ,1,3,9,7114
53324,10,3,17,   ,   ,   ,1,3,10,2246
53325,10,2,16,   ,   ,   ,2,3,10,2246
53339,9,2,9,   ,   ,   ,2,3,8,7327
53340,9,3,10,011,002,008,1,1,1,7327
53341,9, ,1,   ,   ,   ,1,3,9,7327
53371,11,1,17,   ,   ,   ,2,3,10,1540
53396,9,2,17,   ,   ,   ,2,3,10,5539
53397,9,2,17,   ,   ,   ,1,3,10,5539
53404,12,6,13,   ,001,010,1,1,1,18618
53405,12,5,14,   ,   ,   ,2,3,8,18618
53406,12,5,7,   ,   ,   ,2,3,8,18618
53407,12,6,7,   ,   ,   ,2,3,8,18618
53408,11,3,9,002,002,006,1,1,1,4560
53450,12,2,17,   ,   ,   ,1,3,10,7097
53451,12,2,17,   ,   ,   ,2,3,10,7097
53452,12,3,12,   ,   ,   ,1,3,8,7097
53453,10,5,10,007,002,007,1,1,1,5047
53454,10,5,10,   ,   ,   ,2,2,3,5047
53469,9,5,9,004,002,010,1,1,1,15669
53514,12,3,17,   ,   ,   ,1,3,10,7943
53550,12,2,17,   ,   ,   ,1,3,10,4896
53551,12,3,12,   ,   ,   ,2,3,8,4896
53574,9,2,15,   ,   ,   ,1,3,10,2967
53575,9,2,14,   ,   ,   ,2,3,8,2967
53576,9,3,17,   ,   ,   ,1,3,10,2967
53577,9,2,17,   ,   ,   ,2,3,10,2967
53586,11,2,17,   ,   ,   ,2,3,10,1473
53587,11,3,12,009,002,005,2,1,1,1473
53588,11,3,12,011,002,008,1,1,1,1473
53599,11,3,10,003,002,007,1,1,1,7529
53600,10,4,17,   ,   ,   ,1,3,10,1709
53601,10,5,17,   ,   ,   ,2,3,10,1709
53604,12,4,17,   ,   ,   ,1,3,10,8523
53605,12,2,15,   ,   ,   ,2,3,10,8523
53628,9,2,17,   ,   ,   ,1,3,10,11586
53629,11,5,8,010,   ,010,1,1,1,6793
53630,11,5,8,   ,   ,   ,2,2,2,6793
53631,11, ,1,   ,   ,   ,1,3,9,6793
53632,11,6,11,011,002,006,1,1,1,1886
53633,11,6,9,010,   ,008,2,1,1,1886
53635,9,3,9,004,002,008,1,1,1,32799
53636,9,3,8,011,002,010,2,1,1,32799
53637,9, ,4,   ,   ,   ,1,3,9,32799
53638,9, ,2,   ,   ,   ,2,3,9,32799
53649,11,2,15,   ,   ,   ,1,3,10,1784
53650,11,2,15,   ,   ,   ,2,3,10,1784
53651,11,3,13,010,   ,007,1,1,1,1784
53657,11,2,15,   ,   ,   ,1,3,10,1958
53658,11,2,14,   ,   ,   ,2,3,8,1958
53668,12,4,15,   ,   ,   ,1,3,10,23027
53673,11,5,11,011,   ,006,1,1,1,3073
53699,11,2,17,   ,   ,   ,2,3,10,2449
53700,12,6,11,009,002,006,1,1,1,30837
53701,12,6,11,003,002,010,2,1,1,30837
53702,12, ,4,   ,   ,   ,1,3,9,30837
53703,12, ,4,   ,   ,   ,2,3,9,30837
53704,12, ,3,   ,   ,   ,2,3,9,30837
53705,12, ,2,   ,   ,   ,1,3,9,30837
53758,12,3,11,005,002,010,1,1,1,14141
53759,12,3,10,   ,   ,   ,2,3,8,14141
53760,12,3,5,   ,   ,   ,2,3,8,14141
53761,12, ,4,   ,   ,   ,2,3,9,14141
53775,10,3,14,   ,   ,   ,2,3,8,2730
53798,12,5,13,011,   ,006,1,1,1,8954
53799,12,5,12,   ,   ,   ,2,3,8,8954
53800,12,5,6,   ,   ,   ,2,3,8,8954
53801,12,3,5,   ,   ,   ,2,3,8,8954
53806,10,6,17,   ,   ,   ,1,3,10,3296
53807,10,5,11,010,   ,008,1,1,1,3296
53808,11,1,17,   ,   ,   ,1,3,10,2457
53809,11,1,17,   ,   ,   ,2,3,10,2457
53810,11,3,13,003,002,010,1,1,1,2457
53811,11,3,11,011,002,007,2,1,1,2457
53812,11,5,6,   ,   ,   ,2,2,4,2457
53825,11,4,15,   ,   ,   ,1,3,10,3126
53826,11,3,14,   ,   ,   ,2,3,8,3126
53833,12,3,17,   ,   ,   ,1,3,10,16040
53834,12,5,17,   ,   ,   ,2,3,10,16040
53841,9,5,10,010,   ,008,2,1,1,4812
53842,9,4,11,010,   ,008,1,1,1,4812
53843,9, ,4,   ,   ,   ,1,3,9,4812
53871,12,6,17,   ,   ,   ,2,3,10,20071
53872,12,5,17,   ,   ,   ,1,3,10,20071
53878,12,3,9,011,   ,003,1,1,1,30539
53879,12,2,7,011,   ,010,1,1,1,30539
53880,12,2,7,011,   ,006,1,1,1,30539
53881,12,3,10,004,002,006,1,1,1,30539
53904,12,5,13,002,002,010,1,1,1,15049
53910,12,6,9,010,   ,008,2,1,1,27761
53911,12,5,9,002,   ,008,1,1,1,27761
53912,12, ,1,   ,   ,   ,1,3,9,27761
53931,9,2,16,   ,   ,   ,1,3,10,14914
53932,9,3,17,   ,   ,   ,2,3,10,14914
53937,12,2,17,   ,   ,   ,2,3,10,9334
53941,12,2,17,   ,   ,   ,2,3,10,30062
53951,12,6,10,010,   ,006,2,1,1,14430
53952,12,3,10,002,002,010,1,1,1,20729
53953,12,3,9,   ,   ,   ,2,3,7,20729
53954,12, ,4,   ,   ,   ,1,3,9,20729
53955,12, ,3,   ,   ,   ,2,3,9,20729
53967,11,5,17,   ,   ,   ,2,3,10,4175
53981,9,3,11,010,   ,006,1,1,1,3487
53982,9,3,12,004,   ,004,2,1,1,3487
53983,9, ,4,   ,   ,   ,1,3,9,3487
53984,9, ,4,   ,   ,   ,2,3,9,3487
53985,9,3,5,   ,   ,   ,2,3,8,3487
53986,9,2,17,   ,   ,   ,1,3,10,6165
53987,9,3,17,   ,   ,   ,2,3,10,6165
53999,12,6,13,003,002,008,1,1,1,17250
54000,12,6,12,009,002,007,2,1,1,17250
54001,12, ,3,   ,   ,   ,1,3,9,17250
54008,9,3,16,   ,   ,   ,1,3,10,6525
54009,9,5,16,   ,   ,   ,2,3,10,6525
54010,9,5,11,008,002,010,1,1,1,6525
54031,10,6,17,   ,   ,   ,2,3,10,2989
54096,9,5,13,005,002,010,1,1,1,13883
54097,9,3,13,   ,   ,   ,2,3,7,7660
54110,12,5,9,011,002,010,2,1,1,17739
54111,12,6,10,   ,   ,   ,2,3,8,11558
54112,12, ,2,   ,   ,   ,2,3,9,11558
54113,10,3,12,   ,   ,   ,2,3,8,5196
54114,10,3,12,011,   ,008,1,1,1,5196
54115,10,5,6,004,002,003,1,1,1,5196
54116,12,5,10,010,   ,008,1,1,1,13420
54117,12,3,6,   ,   ,   ,1,2,4,13420
54118,12, ,3,   ,   ,   ,2,3,9,13420
54150,11,2,15,010,   ,010,1,1,1,1746
54151,11,2,14,   ,   ,   ,2,3,8,1746
54152,11,5,9,002,002,009,2,1,1,1746
54153,12,2,16,   ,   ,   ,1,3,10,3753
54154,12,2,15,   ,   ,   ,2,3,10,3753
54158,9,3,15,   ,   ,   ,2,3,10,8893
54162,9,2,15,   ,   ,   ,1,3,10,7902
54163,9,3,15,   ,   ,   ,2,3,10,7902
54171,11,5,13,009,002,007,2,1,1,3945
